rank,Hospital,patient_count,total_billing,avg_billing
644,Garcia Sons And,4,120855.84,30213.96
645,Bowman Ltd,6,120819.06,20136.51
646,Group Reed,5,120669.81,24133.96
647,Group Hunt,7,120507.37,17215.34
648,Llc Carter,7,120490.25,17212.89
649,Armstrong Llc,5,120324.41,24064.88
650,Ward Llc,4,120076.36,30019.09
651,Campbell Inc,3,120045.52,40015.17
652,Ltd Nguyen,4,120000.71,30000.18
653,Sons And Gonzalez,3,119967.35,39989.12
654,Turner Inc,4,119878.08,29969.52
655,Sons Hunt And,4,119764.76,29941.19
656,And Robinson Sons,4,119758.62,29939.66
657,Group Nguyen,4,119662.1,29915.52
658,Plc Webb,5,119598.28,23919.66
659,Inc Swanson,4,119559.15,29889.79
660,Group Hayes,4,119503.46,29875.86
661,Inc Ross,6,119479.0,19913.17
662,Cobb Inc,3,119379.18,39793.06
663,Sons Hawkins And,3,119366.87,39788.96
664,Pham Ltd,4,119198.85,29799.71
665,Inc Mckee,4,118928.54,29732.14
666,Plc Rogers,3,118649.11,39549.7
667,Johnson-Lopez,3,118520.56,39506.85
668,Gordon Llc,3,118507.67,39502.56
669,Mathews Inc,3,118382.49,39460.83
670,Marsh Ltd,3,118363.42,39454.47
671,Plc Mitchell,4,118361.29,29590.32
672,Wallace Plc,3,118337.52,39445.84
673,Patterson Group,4,118249.31,29562.33
674,Lewis Llc,7,118215.33,16887.9
675,Lewis-Watson,3,118111.84,39370.61
676,Hernandez Group,6,118078.08,19679.68
677,Sons Thompson And,3,117920.89,39306.96
678,Davis-Brown,3,117911.44,39303.81
679,Williams-Garcia,6,117680.16,19613.36
680,Bailey Plc,4,117633.75,29408.44
681,Skinner Ltd,4,117588.71,29397.18
682,Ellison And Sons,3,117501.34,39167.11
683,Bryant Sons And,3,117407.18,39135.73
684,Evans Plc,4,117403.06,29350.76
685,Jackson Llc,8,117275.52,14659.44
686,Cohen Llc,4,117236.83,29309.21
687,Ltd Navarro,3,117185.42,39061.81
688,Wiley Llc,6,117085.29,19514.22
689,Warren Plc,3,117019.04,39006.35
690,Group Cole,4,116799.86,29199.96
691,Ltd Garcia,5,116794.11,23358.82
692,Group Washington,3,116773.62,38924.54
693,Bates Ltd,4,116659.31,29164.83
694,Ltd Weber,3,116612.84,38870.95
695,Plc Soto,5,116453.65,23290.73
696,Llc Lucas,4,116438.22,29109.56
697,Inc James,3,116378.36,38792.79
698,Stevenson Llc,4,116217.5,29054.38
699,Ltd Webb,3,116107.88,38702.63
700,Torres Inc,6,116050.45,19341.74
701,Young-Johnson,4,115844.86,28961.22
702,Llc Hardy,4,115841.83,28960.46
703,Sons Taylor And,3,115747.32,38582.44
704,Ltd Walker,7,115580.94,16511.56
705,Lawrence Llc,3,115473.09,38491.03
706,Group Hill,6,115459.98,19243.33
707,Hall-Smith,3,115412.2,38470.73
708,Inc Burns,4,115400.57,28850.14
709,Johnson-Johnson,6,115355.08,19225.85
710,Llc Daniels,4,115310.87,28827.72
711,Williams-Wilson,4,115291.08,28822.77
712,Jones-Williams,5,115269.29,23053.86
713,Ward Ltd,3,115202.23,38400.74
714,Inc Hardy,3,115103.69,38367.9
715,Inc Rivera,4,115071.54,28767.88
716,Ltd Salas,3,114932.53,38310.84
717,Johnson-Gray,3,114684.33,38228.11
718,Adams And Sons,3,114675.84,38225.28
719,Bryant Llc,4,114605.47,28651.37
720,Inc Morrow,3,114483.12,38161.04
721,Plc Hill,8,114436.43,14304.55
722,Sons And Walker,4,114407.92,28601.98
723,Smith-Brown,4,114266.26,28566.56
724,Sons And Jackson,5,114241.72,22848.34
725,Llc Barrera,3,114236.09,38078.7
726,And Sons Carter,4,114234.12,28558.53
727,Johnson-Myers,3,114170.07,38056.69
728,Inc Ellis,6,113964.03,18994.0
729,Collins Llc,6,113869.53,18978.26
730,Martin-Nguyen,3,113853.67,37951.22
731,Wood Ltd,4,113792.61,28448.15
732,And Sons Knight,3,113786.81,37928.94
733,Bates Inc,3,113774.4,37924.8
734,Plc Cox,4,113772.83,28443.21
735,Hall Sons And,4,113659.41,28414.85
736,James Plc,4,113654.32,28413.58
737,Baldwin Inc,4,113562.48,28390.62
738,Matthews Group,5,113447.26,22689.45
739,Gonzalez Plc,6,113348.71,18891.45
740,Ellis Plc,4,113327.32,28331.83
741,Llc Ramirez,4,113322.21,28330.55
742,Lucas Inc,4,113309.5,28327.38
743,Jones-Lopez,4,113257.26,28314.32
744,Plc Hanson,4,113203.5,28300.88
745,Inc Mullen,3,113163.55,37721.18
746,Reynolds Inc,4,113102.81,28275.7
747,Henderson Llc,6,112973.73,18828.95
748,Christian Inc,4,112838.7,28209.68
749,Sons Brown And,8,112838.16,14104.77
750,Allison Ltd,3,112797.31,37599.1
751,Llc Wood,3,112658.55,37552.85
752,Hill-Johnson,4,112623.34,28155.84
753,Brown Sons And,5,112574.23,22514.85
754,Plc Barnes,4,112560.89,28140.22
755,Ltd Ray,3,112531.78,37510.59
756,Llc Cruz,4,112449.55,28112.39
757,Reyes Plc,7,112442.33,16063.19
758,Jones-Johnson,4,112441.95,28110.49
759,Llc Hardin,3,112414.36,37471.45
760,Inc Rangel,3,112103.66,37367.89
761,Graham Group,3,112085.35,37361.78
762,Nelson And Sons,5,111987.3,22397.46
763,Perez Llc,4,111791.09,27947.77
764,And Sons Miller,5,111753.64,22350.73
765,Davidson Llc,3,111686.99,37229.0
766,Llc Thomas,5,111656.01,22331.2
767,Sons Gonzalez And,4,111636.98,27909.24
768,Ltd Hansen,6,111569.4,18594.9
769,Davis-Alexander,3,111556.59,37185.53
770,Ltd King,5,111526.17,22305.23
771,Cruz Ltd,5,111490.16,22298.03
772,Edwards Ltd,4,111423.96,27855.99
773,Ltd Cox,5,111418.81,22283.76
774,Lucas Ltd,3,111152.74,37050.91
775,Wells And Sons,4,110981.3,27745.32
776,Patterson Ltd,4,110966.99,27741.75
777,White-Thompson,3,110929.55,36976.52
778,Ford Plc,4,110856.13,27714.03
779,Bell Llc,3,110836.79,36945.6
780,Group Mcdonald,4,110748.36,27687.09
781,Group Owens,5,110613.98,22122.8
782,Campbell Ltd,4,110544.74,27636.18
783,And Sons Garcia,4,110408.14,27602.04
784,Castillo Ltd,5,110354.35,22070.87
785,Molina Group,4,110232.81,27558.2
786,Perez Plc,4,110209.81,27552.45
787,Morales Ltd,4,110113.75,27528.44
788,Phillips Group,4,110078.86,27519.72
789,Inc Vasquez,3,110075.92,36691.97
790,Ltd Castillo,4,110055.88,27513.97
791,Ltd James,5,110037.04,22007.41
792,And Campbell Sons,5,109930.43,21986.09
793,Llc Miller,9,109929.2,12214.36
794,Cook Llc,4,109709.12,27427.28
795,Llc Cooper,4,109693.63,27423.41
796,Plc Armstrong,3,109631.28,36543.76
797,Ltd Cohen,3,109612.88,36537.63
798,And Sons Scott,4,109579.2,27394.8
799,Plc Myers,3,109574.69,36524.9
800,Inc Hamilton,3,109407.07,36469.02
801,Group Maldonado,3,109400.73,36466.91
802,Inc Reid,3,109353.21,36451.07
803,Fisher Plc,4,109352.82,27338.2
804,And Sons Walker,3,109325.99,36442.0
805,Llc Cook,3,108953.43,36317.81
806,Ltd Patel,3,108949.9,36316.63
807,And Sons Brown,4,108901.95,27225.49
808,Plc Obrien,4,108889.55,27222.39
809,Sons Wright And,4,108854.73,27213.68
810,Morgan Llc,3,108803.03,36267.68
811,Rodriguez-Smith,3,108750.78,36250.26
812,Group Dyer,3,108727.54,36242.51
813,Watson Ltd,4,108692.84,27173.21
814,Pena Plc,4,108689.25,27172.31
815,Tucker Plc,4,108485.6,27121.4
816,Wood Llc,4,108426.53,27106.63
817,Inc Richards,4,108409.5,27102.38
818,Sullivan-Thomas,3,108288.76,36096.25
819,Bell Plc,3,108094.62,36031.54
820,Llc Myers,6,108067.7,18011.28
821,Nelson Group,5,108042.63,21608.53
822,Plc Torres,3,108001.44,36000.48
823,Inc Green,5,107988.15,21597.63
824,Hunter Plc,4,107917.77,26979.44
825,Ruiz Llc,4,107860.07,26965.02
826,Inc Daniels,4,107848.63,26962.16
827,Walsh Plc,3,107794.31,35931.44
828,Ltd Rogers,4,107754.54,26938.64
829,Sullivan Ltd,4,107681.97,26920.49
830,Plc Gutierrez,4,107642.72,26910.68
831,Reed Sons And,4,107477.72,26869.43
832,Inc Baker,3,107414.67,35804.89
833,Alexander Group,4,107306.4,26826.6
834,Green-Brown,3,107225.94,35741.98
835,Henderson Plc,5,107114.67,21422.93
836,Group Lucero,3,107054.73,35684.91
837,Tran Llc,5,107040.1,21408.02
838,Hall-Johnson,3,107032.58,35677.53
839,Marshall Plc,5,106936.1,21387.22
840,Inc Bell,3,106915.51,35638.5
841,Morgan Inc,4,106790.48,26697.62
842,And Evans Sons,4,106645.1,26661.28
843,Turner Plc,5,106616.28,21323.26
844,Sons And Rodriguez,3,106605.01,35535.0
845,Schmidt-Thomas,3,106544.2,35514.73
846,Group Harper,4,106070.28,26517.57
847,Hughes Llc,3,106047.77,35349.26
848,Ltd Bryant,4,105979.77,26494.94
849,Simmons Ltd,4,105898.15,26474.54
850,Group Roberts,5,105888.58,21177.72
851,Le Plc,3,105865.3,35288.43
852,Ltd Lin,3,105748.39,35249.46
853,King Plc,5,105716.11,21143.22
854,Richardson Inc,3,105689.59,35229.86
855,Llc Patterson,3,105632.92,35210.97
856,Zimmerman Group,3,105585.42,35195.14
857,Cook-Johnson,5,105570.85,21114.17
858,Navarro Group,4,105480.91,26370.23
859,Ltd Warren,3,105464.86,35154.95
860,Garcia-Davis,4,105368.78,26342.2
861,Flores-Garcia,3,105348.32,35116.11
862,Wells Llc,3,105126.94,35042.31
863,And Brown Sons,4,105093.08,26273.27
864,Ltd Stewart,5,105084.02,21016.8
865,Carter Group,7,104941.12,14991.59
866,Sons And Lee,3,104821.18,34940.39
867,And Gutierrez Sons,3,104804.48,34934.83
868,Kline Ltd,3,104776.53,34925.51
869,Flores Inc,3,104617.6,34872.53
870,Thompson-Rodriguez,3,104616.02,34872.01
871,Vasquez Group,3,104601.96,34867.32
872,Ltd Hunt,3,104565.73,34855.24
873,Ltd Tran,3,104489.6,34829.87
874,Llc Montoya,3,104400.71,34800.24
875,Jimenez Inc,3,104278.23,34759.41
876,Ltd Evans,4,103983.37,25995.84
877,Group Morales,4,103850.04,25962.51
878,Inc Simon,4,103842.14,25960.54
879,Plc Ramos,4,103719.16,25929.79
880,Plc Ramsey,3,103673.86,34557.95
881,Brown-Brown,4,103611.86,25902.96
882,Chung Plc,3,103596.34,34532.11
883,Murphy-Garcia,3,103535.05,34511.68
884,Cook Plc,4,103509.11,25877.28
885,Howard Ltd,4,103376.39,25844.1
886,Group Hudson,3,103243.12,34414.37
887,Peterson Group,3,103198.63,34399.54
888,Jones-Anderson,4,103083.79,25770.95
889,And Pearson Sons,3,103035.61,34345.2
890,Stevens Plc,3,103030.62,34343.54
891,Plc Ward,3,102823.88,34274.63
892,Burns Llc,4,102642.42,25660.6
893,Mendez-Rodriguez,3,102576.13,34192.04
894,Group Hughes,4,102515.16,25628.79
895,James Inc,4,102471.04,25617.76
896,And Thompson Sons,3,102276.31,34092.1
897,Lara Plc,3,102268.08,34089.36
898,Plc Hughes,4,102250.97,25562.74
899,Group Lawson,4,102195.01,25548.75
900,And Sons Thomas,3,102027.44,34009.15
901,Jackson-Williams,3,101988.01,33996.0
902,Martin-Jones,4,101963.89,25490.97
903,Ltd Hale,4,101952.04,25488.01
904,Ortiz Plc,3,101886.33,33962.11
905,Rowland Inc,3,101806.71,33935.57
906,Gonzales And Sons,3,101736.82,33912.27
907,Group Cannon,3,101557.47,33852.49
908,Day Llc,3,101548.1,33849.37
909,Ltd Diaz,3,101498.63,33832.88
910,Sanchez-Brown,2,101361.92,50680.96
911,Brown And Sons,5,101291.13,20258.23
912,Group Evans,4,101267.3,25316.82
913,Riley Inc,3,101244.87,33748.29
914,Sharp Llc,3,101094.82,33698.27
915,Armstrong Plc,4,101064.28,25266.07
916,Sons And Sanchez,4,100987.4,25246.85
917,Walsh Ltd,3,100963.96,33654.65
918,Fisher Ltd,3,100873.46,33624.49
919,Snyder Ltd,3,100856.96,33618.99
920,Ltd Salazar,4,100780.87,25195.22
921,Inc Edwards,4,100557.51,25139.38
922,Aguilar Ltd,3,100534.1,33511.37
923,Burke Group,4,100495.68,25123.92
924,Sanchez-Johnson,4,100491.06,25122.76
925,Group Graham,3,100456.02,33485.34
926,Ltd Butler,3,100398.18,33466.06
927,Plc Jordan,3,100323.28,33441.09
928,Ltd Robertson,3,100313.23,33437.74
929,Sons Clark And,3,100278.72,33426.24
930,Woods Ltd,3,100172.17,33390.72
931,Tucker Ltd,3,100073.31,33357.77
932,Llc Perry,5,99919.97,19983.99
933,Ltd Green,3,99901.4,33300.47
934,Sons White And,4,99851.88,24962.97
935,Plc Watson,3,99751.39,33250.46
936,Ltd Grant,4,99566.08,24891.52
937,Ltd Sandoval,3,99484.1,33161.37
938,Ltd Huff,4,99445.26,24861.32
939,Jones-Gray,3,99376.84,33125.61
940,Sons And Murphy,3,99370.74,33123.58
941,Inc Henry,3,99309.85,33103.28
942,Llc Alexander,3,99240.99,33080.33
943,Robinson Ltd,5,99192.67,19838.53
944,Cole Group,3,99079.38,33026.46
945,Ltd Byrd,3,98988.28,32996.09
946,Llc Hopkins,3,98972.22,32990.74
947,Garcia-Hughes,3,98868.32,32956.11
948,Ruiz Plc,4,98796.14,24699.04
949,Llc Maldonado,4,98762.14,24690.54
950,Group Gray,4,98649.96,24662.49
951,Plc Osborne,3,98578.91,32859.64
952,Patel Ltd,4,98558.25,24639.56
953,And Davis Sons,3,98368.8,32789.6
954,Chapman Plc,4,98315.29,24578.82
955,And Lee Sons,3,98282.4,32760.8
956,Ltd Nolan,2,98169.28,49084.64
957,Austin Llc,3,98159.36,32719.79
958,Llc Woods,3,98126.08,32708.69
959,Plc Fritz,3,98121.78,32707.26
960,Spencer Llc,3,98100.27,32700.09
961,Plc Hart,4,98060.67,24515.17
962,Inc Soto,3,98006.98,32668.99
963,Group Oliver,3,97984.81,32661.6
964,Marshall Group,3,97777.09,32592.36
965,Roberts Group,5,97761.81,19552.36
966,Cruz Group,3,97750.81,32583.6
967,Group Cruz,3,97695.82,32565.27
968,Reed Llc,3,97666.89,32555.63
969,Lawson Llc,3,97663.83,32554.61
970,Group Wagner,3,97626.97,32542.32
971,Inc Meadows,2,97624.2,48812.1
972,Group Bryant,3,97592.76,32530.92
973,Jordan Group,4,97420.38,24355.1
974,Newman Group,4,97408.05,24352.01
975,Ltd Gomez,4,97382.14,24345.54
976,Peters Inc,3,97369.77,32456.59
977,Bryan Llc,3,97245.98,32415.33
978,Inc Sanchez,6,97146.07,16191.01
979,Perez-Smith,4,97085.75,24271.44
980,Miller-Thomas,4,97022.42,24255.6
981,Rogers Group,5,97021.61,19404.32
982,Group Knight,3,96994.11,32331.37
983,Smith-Miller,3,96915.69,32305.23
984,Group Watson,3,96915.53,32305.18
985,Graham Llc,3,96872.73,32290.91
986,Roberts Plc,4,96809.01,24202.25
987,Ramirez-Robinson,3,96739.0,32246.33
988,Vasquez Plc,4,96631.43,24157.86
989,Plc Gonzales,3,96592.02,32197.34
990,Lane Plc,3,96490.51,32163.5
991,And Sons Davis,4,96485.94,24121.48
992,Edwards-Patel,2,96414.11,48207.06
993,Nichols Ltd,2,96398.77,48199.38
994,Llc Elliott,3,96393.98,32131.33
995,Hunt Ltd,4,96313.7,24078.42
996,Flores And Sons,3,96238.8,32079.6
997,Hernandez-Cunningham,2,96231.44,48115.72
998,Nelson Ltd,4,96190.02,24047.5
999,Myers Llc,4,96182.34,24045.58
1000,And Sons Rodriguez,7,96140.93,13734.42
1001,White-Phillips,3,96082.45,32027.48
1002,Lopez-Greene,2,96076.34,48038.17
1003,Myers-Lewis,2,96005.63,48002.82
1004,Gonzales Inc,3,95713.53,31904.51
1005,Llc Sparks,3,95681.93,31893.98
1006,Inc Rose,3,95672.78,31890.93
1007,Llc Long,4,95630.68,23907.67
1008,Inc Nunez,3,95572.49,31857.5
1009,Garrett Ltd,3,95558.75,31852.92
1010,Inc Russell,2,95315.18,47657.59
1011,Freeman Inc,3,95237.26,31745.75
1012,Ltd Rivas,4,95232.17,23808.04
1013,Barker Inc,2,94974.48,47487.24
1014,Long Plc,4,94971.37,23742.84
1015,Inc Woods,4,94946.58,23736.64
1016,Llc Boyer,2,94916.29,47458.14
1017,Llc Campbell,3,94901.09,31633.7
1018,Llc Matthews,3,94876.13,31625.38
1019,Inc Mcdonald,3,94853.43,31617.81
1020,Davis And Sons,3,94841.69,31613.9
1021,Plc Aguilar,4,94837.94,23709.48
1022,Hunter Ltd,3,94770.1,31590.03
1023,Inc Thompson,3,94770.07,31590.02
1024,Harris-Smith,5,94755.26,18951.05
1025,And Sons Sanchez,3,94728.13,31576.04
1026,Johnson-Brown,3,94720.74,31573.58
1027,Ltd Wilson,5,94705.74,18941.15
1028,Beck Llc,3,94690.12,31563.37
1029,Ltd Barnes,3,94683.67,31561.22
1030,Llc Gardner,3,94681.92,31560.64
1031,Group Baker,4,94608.31,23652.08
1032,Llc Barton,4,94588.12,23647.03
1033,Inc Daniel,3,94575.77,31525.26
1034,Ltd Richardson,4,94574.89,23643.72
1035,Morris And Sons,5,94481.8,18896.36
1036,Watkins Llc,4,94468.3,23617.08
1037,Thompson Inc,6,94464.18,15744.03
1038,Johnson-Collins,3,94403.59,31467.86
1039,Ferguson Ltd,3,94285.22,31428.41
1040,Group Henry,3,94274.25,31424.75
1041,And Sons Dunn,3,94261.54,31420.51
1042,Plc Kim,3,94161.15,31387.05
1043,And Sons Young,3,94133.42,31377.81
1044,Group Sanchez,4,94056.46,23514.12
1045,Perry Llc,3,93987.22,31329.07
1046,Plc Macdonald,3,93934.0,31311.33
1047,Johnson-Lewis,3,93874.54,31291.51
1048,Bailey-Miller,3,93751.51,31250.5
1049,Ellis-Thomas,2,93747.31,46873.66
1050,Vega-White,2,93727.57,46863.78
1051,Plc Singh,2,93654.73,46827.36
1052,Thomas-Myers,3,93648.99,31216.33
1053,Shaw Inc,3,93632.5,31210.83
1054,Foster Llc,4,93630.65,23407.66
1055,Parker Sons And,5,93504.44,18700.89
1056,Sims Plc,2,93496.23,46748.12
1057,Group Gutierrez,4,93443.76,23360.94
1058,Rodriguez-Miller,4,93406.61,23351.65
1059,Shaw Plc,3,93254.11,31084.7
1060,Bryant Inc,4,93191.93,23297.98
1061,Allen-Johnson,4,93185.95,23296.49
1062,Ltd Stephenson,3,93152.15,31050.72
1063,Group Torres,4,93098.37,23274.59
1064,Hawkins Inc,2,93088.75,46544.38
1065,Thomas-Williams,3,93025.21,31008.4
1066,Ellis Ltd,3,93001.91,31000.64
1067,Llc Henderson,3,92993.3,30997.77
1068,Ramirez-Jackson,2,92884.88,46442.44
1069,Group Fernandez,2,92865.02,46432.51
1070,Burns-Hill,2,92788.25,46394.12
1071,Campos Llc,3,92745.08,30915.03
1072,Group Elliott,3,92722.2,30907.4
1073,Alvarado Plc,3,92626.46,30875.49
1074,Stewart-Robinson,3,92568.61,30856.2
1075,Group Duncan,3,92485.08,30828.36
1076,Group Flores,4,92381.1,23095.28
1077,Sons And Hicks,2,92329.78,46164.89
1078,Murphy Group,3,92322.72,30774.24
1079,Plc Duncan,3,92318.9,30772.97
1080,Edwards Group,3,92308.97,30769.66
1081,Inc Black,3,92267.35,30755.78
1082,Group Alvarado,3,92228.55,30742.85
1083,Inc Schmidt,5,92202.77,18440.55
1084,Butler And Sons,2,92193.12,46096.56
1085,Lopez-Kim,2,92189.12,46094.56
1086,Oliver Ltd,2,92149.98,46074.99
1087,And Hawkins Sons,3,92120.08,30706.69
1088,King Llc,4,92082.17,23020.54
1089,Cooper Inc,4,92043.85,23010.96
1090,Yates Ltd,3,92038.4,30679.47
1091,Inc Perry,4,91998.29,22999.57
1092,Young Llc,6,91977.57,15329.6
1093,Salazar Llc,2,91970.78,45985.39
1094,Plc Evans,4,91914.06,22978.52
1095,Douglas Group,2,91874.02,45937.01
1096,Cruz-Smith,3,91728.49,30576.16
1097,Plc Olson,4,91698.85,22924.71
1098,Dawson Group,2,91697.06,45848.53
1099,Inc Velasquez,2,91608.17,45804.08
1100,Ltd Sanchez,3,91554.95,30518.32
1101,Benson Plc,4,91500.05,22875.01
1102,Llc Ryan,3,91433.57,30477.86
1103,Olson Inc,4,91334.83,22833.71
1104,Inc Myers,3,91334.07,30444.69
1105,Plc Mccall,2,91255.09,45627.54
1106,Carpenter Plc,3,91231.07,30410.36
1107,Dyer Inc,3,91127.56,30375.85
1108,And Taylor Sons,4,90985.81,22746.45
1109,Plc Pierce,3,90952.95,30317.65
1110,Cortez Llc,3,90941.46,30313.82
1111,Ross Group,5,90929.3,18185.86
1112,Plc Mendoza,3,90919.21,30306.4
1113,Inc Acosta,4,90808.16,22702.04
1114,Inc Todd,3,90767.62,30255.87
1115,Plc Conrad,3,90752.04,30250.68
1116,Hughes And Sons,3,90750.24,30250.08
1117,Ltd Meyer,2,90737.01,45368.5
1118,Ltd Dixon,2,90736.56,45368.28
1119,Atkins Inc,3,90731.88,30243.96
1120,Hill Llc,5,90706.49,18141.3
1121,Llc Mason,2,90690.53,45345.26
1122,Inc Jordan,4,90628.85,22657.21
1123,Owens Group,3,90544.99,30181.66
1124,Ltd Malone,3,90537.53,30179.18
1125,Christian Group,2,90497.35,45248.68
1126,Bell-Flores,2,90451.3,45225.65
1127,Carr Group,3,90450.61,30150.2
1128,Abbott-Martin,2,90431.23,45215.62
1129,Schneider Group,3,90374.95,30124.98
1130,Sawyer Inc,4,90337.97,22584.49
1131,Spence-Miller,2,90228.26,45114.13
1132,Aguirre Llc,3,90202.9,30067.63
1133,Morris Group,4,90186.95,22546.74
1134,Floyd Llc,2,90178.86,45089.43
1135,Jimenez Group,3,90174.35,30058.12
1136,Rodriguez-Johnson,3,90172.25,30057.42
1137,Plc Bishop,3,90152.82,30050.94
1138,Plc Marquez,2,90133.83,45066.92
1139,Hawkins Llc,3,90072.87,30024.29
1140,Gutierrez Inc,6,90037.14,15006.19
1141,Bishop Plc,5,89933.11,17986.62
1142,Kim Group,4,89849.87,22462.47
1143,Cruz-Jones,2,89830.68,44915.34
1144,Acosta Ltd,3,89776.36,29925.45
1145,Ltd Reyes,6,89768.47,14961.41
1146,And Mcdonald Sons,3,89767.33,29922.44
1147,Bennett Group,3,89666.92,29888.97
1148,Roberts Sons And,3,89447.87,29815.96
1149,Clark-Hill,2,89430.89,44715.44
1150,Riley-Smith,3,89380.0,29793.33
1151,Llc Sanchez,2,89275.98,44637.99
1152,Mcmahon Group,2,89241.57,44620.78
1153,Ltd Morales,3,89239.14,29746.38
1154,Brooks Group,2,89198.21,44599.1
1155,Llc Oneill,3,89186.62,29728.87
1156,Taylor-Valenzuela,2,89181.46,44590.73
1157,Cooper Ltd,3,89138.42,29712.81
1158,Payne Inc,4,89067.03,22266.76
1159,Johnson-Perez,3,89050.91,29683.64
1160,Inc Walsh,2,88989.82,44494.91
1161,And Sons Jones,5,88973.77,17794.75
1162,And Sons Shaw,2,88883.61,44441.8
1163,Inc Wallace,3,88852.6,29617.53
1164,Thomas Plc,6,88800.63,14800.11
1165,Lewis Plc,3,88795.25,29598.42
1166,And Nguyen Sons,3,88790.27,29596.76
1167,Llc Peterson,4,88780.74,22195.18
1168,Meyer Ltd,3,88775.54,29591.85
1169,And Sons Sanders,4,88768.3,22192.08
1170,Plc Dixon,3,88648.34,29549.45
1171,Osborne Group,4,88561.93,22140.48
1172,Plc Ray,4,88547.65,22136.91
1173,Williams-Martinez,3,88540.24,29513.41
1174,Baker Inc,5,88527.77,17705.55
1175,Mendoza Ltd,4,88478.3,22119.58
1176,Peterson Plc,3,88450.26,29483.42
1177,Group Maxwell,2,88443.91,44221.96
1178,And Nelson Sons,3,88440.88,29480.29
1179,Plc Rhodes,4,88418.89,22104.72
1180,Smith-Lopez,3,88402.96,29467.65
1181,Klein Group,2,88399.12,44199.56
1182,Plc Huang,2,88364.19,44182.1
1183,Martin-Williams,4,88357.44,22089.36
1184,Plc Warren,3,88340.57,29446.86
1185,Sims Inc,2,88336.08,44168.04
1186,Plc Long,2,88326.99,44163.5
1187,Hill-Wilson,2,88302.78,44151.39
